Installation,Type,Source,Indicator,Value,Resolution
SDGX01,Raw,Rn,pearson,0.8565416137179215,Hourly
SOL DEL NORTE,Raw,Rn,pearson,0.9253456556680432,Hourly
SOLAR ANTAY,Raw,Rn,pearson,0.9357287970691875,Hourly
SOLAR CHUCHINI,Raw,Rn,pearson,0.9185004987341636,Hourly
SOLAR DIEGO DE ALMAGRO,Raw,Rn,pearson,0.8049985185275343,Hourly
SOLAR EL AGUILA I,Raw,Rn,pearson,0.8898194573907491,Hourly
SOLAR EL ROMERO,Raw,Rn,pearson,0.7769115604905338,Hourly
SOLAR ESPERANZA,Raw,Rn,pearson,0.9080417841108293,Hourly
SOLAR HORMIGA,Raw,Rn,pearson,0.8411811096848033,Hourly
SOLAR JAMA 1,Raw,Rn,pearson,0.8153287787458513,Hourly
SOLAR JAMA 2,Raw,Rn,pearson,0.8162765127293126,Hourly
SOLAR JAVIERA,Raw,Rn,pearson,0.7263943355855943,Hourly
SOLAR LA SILLA,Raw,Rn,pearson,0.7649342079317288,Hourly
SOLAR LAS TERRAZAS,Raw,Rn,pearson,0.6989106009561671,Hourly
SOLAR LLANO DE LLAMPOS,Raw,Rn,pearson,0.7829884898997361,Hourly
SOLAR PSF LOMAS COLORADAS,Raw,Rn,pearson,0.9302194695803973,Hourly
SOLAR SAN ANDRES,Raw,Rn,pearson,0.6962794138492849,Hourly
SOLAR SANTA CECILIA,Raw,Rn,pearson,0.9074462417310956,Hourly
SOLAR TECHOS ALTAMIRA,Raw,Rn,pearson,0.5531631808591856,Hourly
SPS LA HUAYCA,Raw,Rn,pearson,0.9668276716531164,Hourly
TAMBO REAL,Raw,Rn,pearson,0.7314470555260291,Hourly
TILTIL SOLAR,Raw,Rn,pearson,0.7814442426666607,Hourly
URIBE SOLAR,Raw,Rn,pearson,0.8213991543362024,Hourly
VALLE DE LA LUNA II,Raw,Rn,pearson,0.7892524711287516,Hourly
ANDES SOLAR,Raw,Rn,mbe,-0.03364286193778615,Hourly
BELLAVISTA,Raw,Rn,mbe,0.08343565612881905,Hourly
CARRERA PINTO ETAPA I,Raw,Rn,mbe,0.09980527458660522,Hourly
CHANARES,Raw,Rn,mbe,0.04459067733926155,Hourly
CONEJO SOLAR,Raw,Rn,mbe,0.002548986196618736,Hourly
CORDILLERILLA,Raw,Rn,mbe,0.01988673721318513,Hourly
EL DIVISADERO,Raw,Rn,mbe,-0.12099200430357147,Hourly
FV BOLERO,Raw,Rn,mbe,-0.03326239752504838,Hourly
LA CHAPEANA,Raw,Rn,mbe,-0.007122844013466448,Hourly
LA QUINTA SOLAR,Raw,Rn,mbe,-0.028896031156553075,Hourly
LALACKAMA,Raw,Rn,mbe,-0.002623045254998732,Hourly
LALACKAMA 2,Raw,Rn,mbe,0.004623923452369461,Hourly
LAS ARAUCARIAS,Raw,Rn,mbe,0.11031913766401401,Hourly
LAS MOLLACAS,Raw,Rn,mbe,0.049628462594722436,Hourly
LAS TURCAS,Raw,Rn,mbe,-0.038328007029788384,Hourly
LOS PUQUIOS,Raw,Rn,mbe,0.11234637632744833,Hourly
LUNA DEL NORTE,Raw,Rn,mbe,0.05025231548246501,Hourly
LUZ DEL NORTE,Raw,Rn,mbe,0.029179025841990145,Hourly
MARIA ELENA FV,Raw,Rn,mbe,-0.10450742119370378,Hourly
PAMPA SOLAR NORTE,Raw,Rn,mbe,-0.02697439243086014,Hourly
PARQUE SOLAR CUZ CUZ,Raw,Rn,mbe,0.02504929340663897,Hourly
PARQUE SOLAR FINIS TERRAE,Raw,Rn,mbe,-0.030397746406099706,Hourly
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,mbe,-0.06967720801382354,Hourly
PFV LAGUNILLA,Raw,Rn,mbe,-0.03762230981786991,Hourly
PFV LOS LOROS,Raw,Rn,mbe,0.09191056462866576,Hourly
PILOTO SOLAR CARDONES,Raw,Rn,mbe,0.16342356369691982,Hourly
PLANTA PV CERRO DOMINADOR,Raw,Rn,mbe,-0.07456996446968067,Hourly
PMGD PICA PILOT,Raw,Rn,mbe,0.35595086337369763,Hourly
PUERTO SECO SOLAR,Raw,Rn,mbe,-0.18377766680813565,Hourly
PV SALVADOR,Raw,Rn,mbe,-0.023792779580014443,Hourly
QUILAPILUN,Raw,Rn,mbe,0.05758690418909696,Hourly
SAN FRANCISCO SOLAR,Raw,Rn,mbe,-0.02567959913347616,Hourly
SANTA JULIA,Raw,Rn,mbe,-0.028987275820970337,Hourly
SDGX01,Raw,Rn,mbe,0.026770612353771997,Hourly
SOL DEL NORTE,Raw,Rn,mbe,0.04676007869850456,Hourly
SOLAR ANTAY,Raw,Rn,mbe,-0.0737967660519065,Hourly
SOLAR CHUCHINI,Raw,Rn,mbe,0.06402424601287098,Hourly
SOLAR DIEGO DE ALMAGRO,Raw,Rn,mbe,0.12842621814237504,Hourly
SOLAR EL AGUILA I,Raw,Rn,mbe,0.0592150026799732,Hourly
SOLAR EL ROMERO,Raw,Rn,mbe,0.14610033295192296,Hourly
SOLAR ESPERANZA,Raw,Rn,mbe,0.08920026231847572,Hourly
SOLAR HORMIGA,Raw,Rn,mbe,0.1045163432605149,Hourly
SOLAR JAMA 1,Raw,Rn,mbe,-0.12424738311078967,Hourly
SOLAR JAMA 2,Raw,Rn,mbe,-0.07950926322961542,Hourly
SOLAR JAVIERA,Raw,Rn,mbe,0.020677887629416948,Hourly
SOLAR LA SILLA,Raw,Rn,mbe,-0.023269349118456677,Hourly
SOLAR LAS TERRAZAS,Raw,Rn,mbe,0.07834946923690854,Hourly
SOLAR LLANO DE LLAMPOS,Raw,Rn,mbe,-0.052860496924813885,Hourly
SOLAR PSF LOMAS COLORADAS,Raw,Rn,mbe,0.041914827507447884,Hourly
SOLAR SAN ANDRES,Raw,Rn,mbe,0.09027783858564044,Hourly
SOLAR SANTA CECILIA,Raw,Rn,mbe,0.03484472454459064,Hourly
SOLAR TECHOS ALTAMIRA,Raw,Rn,mbe,0.1594196599020715,Hourly
SPS LA HUAYCA,Raw,Rn,mbe,0.006105972251746701,Hourly
TAMBO REAL,Raw,Rn,mbe,0.14472951533415174,Hourly
TILTIL SOLAR,Raw,Rn,mbe,-0.02148565301957736,Hourly
URIBE SOLAR,Raw,Rn,mbe,-0.15072131173088532,Hourly
VALLE DE LA LUNA II,Raw,Rn,mbe,-0.0054432051783860685,Hourly
ANDES SOLAR,Raw,Rn,rmse,0.19969073336296966,Hourly
BELLAVISTA,Raw,Rn,rmse,0.22420929055755787,Hourly
CARRERA PINTO ETAPA I,Raw,Rn,rmse,0.2903497085118491,Hourly
CHANARES,Raw,Rn,rmse,0.21836751178629946,Hourly
CONEJO SOLAR,Raw,Rn,rmse,0.25100297153023104,Hourly
CORDILLERILLA,Raw,Rn,rmse,0.21935702708934626,Hourly
EL DIVISADERO,Raw,Rn,rmse,0.2684264577657373,Hourly
FV BOLERO,Raw,Rn,rmse,0.20148246990596533,Hourly
LA CHAPEANA,Raw,Rn,rmse,0.21650822964484007,Hourly
LA QUINTA SOLAR,Raw,Rn,rmse,0.22391992239576156,Hourly
LALACKAMA,Raw,Rn,rmse,0.2307826922179605,Hourly
LALACKAMA 2,Raw,Rn,rmse,0.23517369430948706,Hourly
LAS ARAUCARIAS,Raw,Rn,rmse,0.21800273229982,Hourly
LAS MOLLACAS,Raw,Rn,rmse,0.17666516548962438,Hourly
LAS TURCAS,Raw,Rn,rmse,0.2428179825398468,Hourly
LOS PUQUIOS,Raw,Rn,rmse,0.20339807796523965,Hourly
LUNA DEL NORTE,Raw,Rn,rmse,0.12863044589508715,Hourly
LUZ DEL NORTE,Raw,Rn,rmse,0.2671215108515828,Hourly
MARIA ELENA FV,Raw,Rn,rmse,0.20584924184976836,Hourly
PAMPA SOLAR NORTE,Raw,Rn,rmse,0.25071320555117826,Hourly
PARQUE SOLAR CUZ CUZ,Raw,Rn,rmse,0.19552847406035007,Hourly
PARQUE SOLAR FINIS TERRAE,Raw,Rn,rmse,0.2200994684381468,Hourly
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,rmse,0.2015328627087782,Hourly
PFV LAGUNILLA,Raw,Rn,rmse,0.2256337007951209,Hourly
PFV LOS LOROS,Raw,Rn,rmse,0.20386784688633397,Hourly
PILOTO SOLAR CARDONES,Raw,Rn,rmse,0.2789671626654856,Hourly
PLANTA PV CERRO DOMINADOR,Raw,Rn,rmse,0.2324057876407273,Hourly
PMGD PICA PILOT,Raw,Rn,rmse,0.4307010976298761,Hourly
PUERTO SECO SOLAR,Raw,Rn,rmse,0.27280327577422364,Hourly
PV SALVADOR,Raw,Rn,rmse,0.2367480066246631,Hourly
QUILAPILUN,Raw,Rn,rmse,0.22416903521732687,Hourly
SAN FRANCISCO SOLAR,Raw,Rn,rmse,0.22705204920876074,Hourly
SANTA JULIA,Raw,Rn,rmse,0.21945276290202165,Hourly
SDGX01,Raw,Rn,rmse,0.16170818385980745,Hourly
SOL DEL NORTE,Raw,Rn,rmse,0.12958789692195685,Hourly
SOLAR ANTAY,Raw,Rn,rmse,0.1646416987529812,Hourly
SOLAR CHUCHINI,Raw,Rn,rmse,0.142401134958647,Hourly
SOLAR DIEGO DE ALMAGRO,Raw,Rn,rmse,0.22254032925114264,Hourly
SOLAR EL AGUILA I,Raw,Rn,rmse,0.15662161448978648,Hourly
SOLAR EL ROMERO,Raw,Rn,rmse,0.2494035559798771,Hourly
SOLAR ESPERANZA,Raw,Rn,rmse,0.15224401327558554,Hourly
SOLAR HORMIGA,Raw,Rn,rmse,0.20544622724098185,Hourly
SOLAR JAMA 1,Raw,Rn,rmse,0.2341920965654955,Hourly
SOLAR JAMA 2,Raw,Rn,rmse,0.2098386436215509,Hourly
SOLAR JAVIERA,Raw,Rn,rmse,0.22849430357944456,Hourly
SOLAR LA SILLA,Raw,Rn,rmse,0.2066485412161813,Hourly
SOLAR LAS TERRAZAS,Raw,Rn,rmse,0.26580613652994545,Hourly
SOLAR LLANO DE LLAMPOS,Raw,Rn,rmse,0.2100303597420736,Hourly
SOLAR PSF LOMAS COLORADAS,Raw,Rn,rmse,0.12253587825501035,Hourly
SOLAR SAN ANDRES,Raw,Rn,rmse,0.24977581901827395,Hourly
SOLAR SANTA CECILIA,Raw,Rn,rmse,0.13569490835164014,Hourly
SOLAR TECHOS ALTAMIRA,Raw,Rn,rmse,0.3174377885959523,Hourly
SPS LA HUAYCA,Raw,Rn,rmse,0.0807970690448146,Hourly
TAMBO REAL,Raw,Rn,rmse,0.2602870384918033,Hourly
TILTIL SOLAR,Raw,Rn,rmse,0.21592613123278512,Hourly
URIBE SOLAR,Raw,Rn,rmse,0.24960593639635464,Hourly
VALLE DE LA LUNA II,Raw,Rn,rmse,0.20898974784731206,Hourly
ANDES SOLAR,Raw,Rn,pearson,0.3856286434498915,Daily
BELLAVISTA,Raw,Rn,pearson,0.5213500342739028,Daily
CARRERA PINTO ETAPA I,Raw,Rn,pearson,0.2433138198739269,Daily
CHANARES,Raw,Rn,pearson,0.3214236822946765,Daily
CONEJO SOLAR,Raw,Rn,pearson,0.36733100071570735,Daily
CORDILLERILLA,Raw,Rn,pearson,0.6690333551688753,Daily
EL DIVISADERO,Raw,Rn,pearson,0.5608895840016079,Daily
FV BOLERO,Raw,Rn,pearson,0.36738785044619976,Daily
LA CHAPEANA,Raw,Rn,pearson,0.5768951906900358,Daily
LA QUINTA SOLAR,Raw,Rn,pearson,0.5170388856529814,Daily
LALACKAMA,Raw,Rn,pearson,0.4564610104029002,Daily
LALACKAMA 2,Raw,Rn,pearson,0.3978367279460339,Daily
LAS ARAUCARIAS,Raw,Rn,pearson,0.5883999221658479,Daily
LAS MOLLACAS,Raw,Rn,pearson,0.6167995091584048,Daily
LAS TURCAS,Raw,Rn,pearson,0.6333196577916564,Daily
LOS PUQUIOS,Raw,Rn,pearson,0.3428256655682996,Daily
LUNA DEL NORTE,Raw,Rn,pearson,0.7361101199554853,Daily
LUZ DEL NORTE,Raw,Rn,pearson,0.21973440372530248,Daily
MARIA ELENA FV,Raw,Rn,pearson,0.394774488579308,Daily
PAMPA SOLAR NORTE,Raw,Rn,pearson,0.35063421294373104,Daily
PARQUE SOLAR CUZ CUZ,Raw,Rn,pearson,0.606645190388866,Daily
PARQUE SOLAR FINIS TERRAE,Raw,Rn,pearson,0.29216503499921503,Daily
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,pearson,0.5187321464409169,Daily
PFV LAGUNILLA,Raw,Rn,pearson,0.5693127476272096,Daily
PFV LOS LOROS,Raw,Rn,pearson,0.8481656347326575,Daily
PILOTO SOLAR CARDONES,Raw,Rn,pearson,0.0835245376886503,Daily
PLANTA PV CERRO DOMINADOR,Raw,Rn,pearson,0.033507935293850405,Daily
PMGD PICA PILOT,Raw,Rn,pearson,0.19280150587289285,Daily
PUERTO SECO SOLAR,Raw,Rn,pearson,0.4162044104436808,Daily
PV SALVADOR,Raw,Rn,pearson,0.3659764377354546,Daily
QUILAPILUN,Raw,Rn,pearson,0.4803756251860928,Daily
SAN FRANCISCO SOLAR,Raw,Rn,pearson,0.5063746103466045,Daily
SANTA JULIA,Raw,Rn,pearson,0.6557639951861423,Daily
SDGX01,Raw,Rn,pearson,0.3972623577583472,Daily
SOL DEL NORTE,Raw,Rn,pearson,0.7200079437157783,Daily
SOLAR ANTAY,Raw,Rn,pearson,0.4354995331838051,Daily
SOLAR CHUCHINI,Raw,Rn,pearson,0.7033805063642318,Daily
SOLAR DIEGO DE ALMAGRO,Raw,Rn,pearson,0.21836425533868128,Daily
SOLAR EL AGUILA I,Raw,Rn,pearson,0.2476232782266587,Daily
SOLAR EL ROMERO,Raw,Rn,pearson,0.3729515218149709,Daily
SOLAR ESPERANZA,Raw,Rn,pearson,0.5499325233659599,Daily
SOLAR HORMIGA,Raw,Rn,pearson,0.4859652987987173,Daily
SOLAR JAMA 1,Raw,Rn,pearson,0.4590633010773136,Daily
SOLAR JAMA 2,Raw,Rn,pearson,0.4357414148082797,Daily
SOLAR JAVIERA,Raw,Rn,pearson,0.3796025343788556,Daily
SOLAR LA SILLA,Raw,Rn,pearson,0.5036331989254152,Daily
SOLAR LAS TERRAZAS,Raw,Rn,pearson,-0.16511461198492072,Daily
SOLAR LLANO DE LLAMPOS,Raw,Rn,pearson,0.450603657397486,Daily
SOLAR PSF LOMAS COLORADAS,Raw,Rn,pearson,0.7847199445063495,Daily
SOLAR SAN ANDRES,Raw,Rn,pearson,0.3211869498536255,Daily
SOLAR SANTA CECILIA,Raw,Rn,pearson,0.6942630631275171,Daily
SOLAR TECHOS ALTAMIRA,Raw,Rn,pearson,0.11523494353405815,Daily
SPS LA HUAYCA,Raw,Rn,pearson,0.7677312383769251,Daily
TAMBO REAL,Raw,Rn,pearson,0.10111575474021953,Daily
TILTIL SOLAR,Raw,Rn,pearson,0.61583332820532,Daily
URIBE SOLAR,Raw,Rn,pearson,0.5567254930820201,Daily
VALLE DE LA LUNA II,Raw,Rn,pearson,0.6083080163046988,Daily
ANDES SOLAR,Raw,Rn,mbe,-0.025927473583093184,Daily
BELLAVISTA,Raw,Rn,mbe,0.1006242774566474,Daily
CARRERA PINTO ETAPA I,Raw,Rn,mbe,0.1075468550592525,Daily
CHANARES,Raw,Rn,mbe,0.05116482240437157,Daily
CONEJO SOLAR,Raw,Rn,mbe,0.011739702760084923,Daily
CORDILLERILLA,Raw,Rn,mbe,0.03217771260997067,Daily
EL DIVISADERO,Raw,Rn,mbe,-0.12011786666666666,Daily
FV BOLERO,Raw,Rn,mbe,-0.024898673300165836,Daily
LA CHAPEANA,Raw,Rn,mbe,0.0028635160680529283,Daily
LA QUINTA SOLAR,Raw,Rn,mbe,-0.01387933194154489,Daily
LALACKAMA,Raw,Rn,mbe,6.800835654596096e-4,Daily
LALACKAMA 2,Raw,Rn,mbe,0.00818616144975288,Daily
LAS ARAUCARIAS,Raw,Rn,mbe,0.12074113475177305,Daily
LAS MOLLACAS,Raw,Rn,mbe,0.05287732342007435,Daily
LAS TURCAS,Raw,Rn,mbe,-0.02509610983981694,Daily
LOS PUQUIOS,Raw,Rn,mbe,0.11210315955766192,Daily
LUNA DEL NORTE,Raw,Rn,mbe,0.053601886792452834,Daily
LUZ DEL NORTE,Raw,Rn,mbe,0.03964633744855967,Daily
MARIA ELENA FV,Raw,Rn,mbe,-0.0980932296431839,Daily
PAMPA SOLAR NORTE,Raw,Rn,mbe,-0.01999551345962114,Daily
PARQUE SOLAR CUZ CUZ,Raw,Rn,mbe,0.03466327433628318,Daily
PARQUE SOLAR FINIS TERRAE,Raw,Rn,mbe,-0.02552758936755271,Daily
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,mbe,-0.06468014477766287,Daily
PFV LAGUNILLA,Raw,Rn,mbe,-0.025734519104084325,Daily
PFV LOS LOROS,Raw,Rn,mbe,0.0963412972972973,Daily
PILOTO SOLAR CARDONES,Raw,Rn,mbe,0.19239896602658788,Daily
PLANTA PV CERRO DOMINADOR,Raw,Rn,mbe,-0.06781641221374045,Daily
PMGD PICA PILOT,Raw,Rn,mbe,0.3486672131147541,Daily
PUERTO SECO SOLAR,Raw,Rn,mbe,-0.1767106032906764,Daily
PV SALVADOR,Raw,Rn,mbe,-0.016279169503063313,Daily
QUILAPILUN,Raw,Rn,mbe,0.07011227272727273,Daily
SAN FRANCISCO SOLAR,Raw,Rn,mbe,-0.011973695198329859,Daily
SANTA JULIA,Raw,Rn,mbe,-0.015908517350157726,Daily
SDGX01,Raw,Rn,mbe,0.03790337995337995,Daily
SOL DEL NORTE,Raw,Rn,mbe,0.05001280918727916,Daily
SOLAR ANTAY,Raw,Rn,mbe,-0.06970558035714285,Daily
SOLAR CHUCHINI,Raw,Rn,mbe,0.07015756880733945,Daily
SOLAR DIEGO DE ALMAGRO,Raw,Rn,mbe,0.1380384990848078,Daily
SOLAR EL AGUILA I,Raw,Rn,mbe,0.0617330593607306,Daily
SOLAR EL ROMERO,Raw,Rn,mbe,0.14765252263906856,Daily
SOLAR ESPERANZA,Raw,Rn,mbe,0.08991065651760229,Daily
SOLAR HORMIGA,Raw,Rn,mbe,0.1099473829201102,Daily
SOLAR JAMA 1,Raw,Rn,mbe,-0.11763555758683727,Daily
SOLAR JAMA 2,Raw,Rn,mbe,-0.0727720821661998,Daily
SOLAR JAVIERA,Raw,Rn,mbe,0.026154214285714284,Daily
SOLAR LA SILLA,Raw,Rn,mbe,-0.009970030895983528,Daily
SOLAR LAS TERRAZAS,Raw,Rn,mbe,0.14507424657534246,Daily
SOLAR LLANO DE LLAMPOS,Raw,Rn,mbe,-0.04407344789356985,Daily
SOLAR PSF LOMAS COLORADAS,Raw,Rn,mbe,0.04459467821782178,Daily
SOLAR SAN ANDRES,Raw,Rn,mbe,0.09321299597469808,Daily
SOLAR SANTA CECILIA,Raw,Rn,mbe,0.036268761220825854,Daily
SOLAR TECHOS ALTAMIRA,Raw,Rn,mbe,0.19109346049046325,Daily
SPS LA HUAYCA,Raw,Rn,mbe,0.006986184812442819,Daily
TAMBO REAL,Raw,Rn,mbe,0.156047403210576,Daily
TILTIL SOLAR,Raw,Rn,mbe,-0.0076943584070796435,Daily
URIBE SOLAR,Raw,Rn,mbe,-0.1404828451882845,Daily
VALLE DE LA LUNA II,Raw,Rn,mbe,0.005902070393374746,Daily
ANDES SOLAR,Raw,Rn,rmse,0.11403351037722607,Daily
BELLAVISTA,Raw,Rn,rmse,0.18770745126423616,Daily
CARRERA PINTO ETAPA I,Raw,Rn,rmse,0.2019048065137269,Daily
CHANARES,Raw,Rn,rmse,0.14168841052192488,Daily
CONEJO SOLAR,Raw,Rn,rmse,0.15569494617125385,Daily
CORDILLERILLA,Raw,Rn,rmse,0.15999840789163886,Daily
EL DIVISADERO,Raw,Rn,rmse,0.18689751487557735,Daily
FV BOLERO,Raw,Rn,rmse,0.13363008674291407,Daily
LA CHAPEANA,Raw,Rn,rmse,0.12597799512295188,Daily
LA QUINTA SOLAR,Raw,Rn,rmse,0.15387963208008493,Daily
LALACKAMA,Raw,Rn,rmse,0.11387417872102168,Daily
LALACKAMA 2,Raw,Rn,rmse,0.1146744418395077,Daily
LAS ARAUCARIAS,Raw,Rn,rmse,0.17246841489709308,Daily
LAS MOLLACAS,Raw,Rn,rmse,0.10823764865960732,Daily
LAS TURCAS,Raw,Rn,rmse,0.15571020639407696,Daily
LOS PUQUIOS,Raw,Rn,rmse,0.16009431249783615,Daily
LUNA DEL NORTE,Raw,Rn,rmse,0.09364650413042153,Daily
LUZ DEL NORTE,Raw,Rn,rmse,0.16521436238745907,Daily
MARIA ELENA FV,Raw,Rn,rmse,0.13462861569092407,Daily
PAMPA SOLAR NORTE,Raw,Rn,rmse,0.1474579194751918,Daily
PARQUE SOLAR CUZ CUZ,Raw,Rn,rmse,0.128402096755962,Daily
PARQUE SOLAR FINIS TERRAE,Raw,Rn,rmse,0.1549182615855394,Daily
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,rmse,0.1296087176058034,Daily
PFV LAGUNILLA,Raw,Rn,rmse,0.15395208291540616,Daily
PFV LOS LOROS,Raw,Rn,rmse,0.14319480765914852,Daily
PILOTO SOLAR CARDONES,Raw,Rn,rmse,0.2678513137501769,Daily
PLANTA PV CERRO DOMINADOR,Raw,Rn,rmse,0.16364073663676446,Daily
PMGD PICA PILOT,Raw,Rn,rmse,0.3710885133685741,Daily
PUERTO SECO SOLAR,Raw,Rn,rmse,0.20384884724435387,Daily
PV SALVADOR,Raw,Rn,rmse,0.12850969658779238,Daily
QUILAPILUN,Raw,Rn,rmse,0.1729465178103545,Daily
SAN FRANCISCO SOLAR,Raw,Rn,rmse,0.15979673845245326,Daily
SANTA JULIA,Raw,Rn,rmse,0.1424558984646149,Daily
SDGX01,Raw,Rn,rmse,0.13069119606769128,Daily
SOL DEL NORTE,Raw,Rn,rmse,0.09361624257872296,Daily
SOLAR ANTAY,Raw,Rn,rmse,0.10639003891090693,Daily
SOLAR CHUCHINI,Raw,Rn,rmse,0.1110486089739348,Daily
SOLAR DIEGO DE ALMAGRO,Raw,Rn,rmse,0.19464788087462206,Daily
SOLAR EL AGUILA I,Raw,Rn,rmse,0.1287507236846266,Daily
SOLAR EL ROMERO,Raw,Rn,rmse,0.1916905273259328,Daily
SOLAR ESPERANZA,Raw,Rn,rmse,0.12068317814096385,Daily
SOLAR HORMIGA,Raw,Rn,rmse,0.1679611872225936,Daily
SOLAR JAMA 1,Raw,Rn,rmse,0.1514877428205427,Daily
SOLAR JAMA 2,Raw,Rn,rmse,0.11991797932214285,Daily
SOLAR JAVIERA,Raw,Rn,rmse,0.1262941938774022,Daily
SOLAR LA SILLA,Raw,Rn,rmse,0.1370485732936048,Daily
SOLAR LAS TERRAZAS,Raw,Rn,rmse,0.3158513561874944,Daily
SOLAR LLANO DE LLAMPOS,Raw,Rn,rmse,0.12574681428434184,Daily
SOLAR PSF LOMAS COLORADAS,Raw,Rn,rmse,0.0877596532164597,Daily
SOLAR SAN ANDRES,Raw,Rn,rmse,0.17829956629826854,Daily
SOLAR SANTA CECILIA,Raw,Rn,rmse,0.0884616270898563,Daily
SOLAR TECHOS ALTAMIRA,Raw,Rn,rmse,0.2781338170080865,Daily
SPS LA HUAYCA,Raw,Rn,rmse,0.05011783470882585,Daily
TAMBO REAL,Raw,Rn,rmse,0.2263511307897988,Daily
TILTIL SOLAR,Raw,Rn,rmse,0.13664555187544575,Daily
URIBE SOLAR,Raw,Rn,rmse,0.17990474862383665,Daily
VALLE DE LA LUNA II,Raw,Rn,rmse,0.14076724449300415,Daily
ANDES SOLAR,Raw,Rn,pearson,0.18260903247617255,Monthly
BELLAVISTA,Raw,Rn,pearson,0.4737149386284956,Monthly
CARRERA PINTO ETAPA I,Raw,Rn,pearson,0.13001035293523458,Monthly
CHANARES,Raw,Rn,pearson,0.24663714497061626,Monthly
CONEJO SOLAR,Raw,Rn,pearson,0.4052027065581218,Monthly
CORDILLERILLA,Raw,Rn,pearson,0.6829758445102668,Monthly
EL DIVISADERO,Raw,Rn,pearson,0.4105636510402649,Monthly
FV BOLERO,Raw,Rn,pearson,0.09228805454474932,Monthly
LA CHAPEANA,Raw,Rn,pearson,0.6399104173696321,Monthly
LA QUINTA SOLAR,Raw,Rn,pearson,0.3740904233962909,Monthly
LALACKAMA,Raw,Rn,pearson,0.42935133335853243,Monthly
LALACKAMA 2,Raw,Rn,pearson,0.4038092726698749,Monthly
LAS ARAUCARIAS,Raw,Rn,pearson,0.6927696521494576,Monthly
LAS MOLLACAS,Raw,Rn,pearson,0.8472018823858772,Monthly
LAS TURCAS,Raw,Rn,pearson,0.7347724882009252,Monthly
LOS PUQUIOS,Raw,Rn,pearson,0.01890938522914959,Monthly
LUNA DEL NORTE,Raw,Rn,pearson,0.8357163670703167,Monthly
LUZ DEL NORTE,Raw,Rn,pearson,-0.045071408459974205,Monthly
MARIA ELENA FV,Raw,Rn,pearson,0.0659643360956049,Monthly
PAMPA SOLAR NORTE,Raw,Rn,pearson,0.0629242274180819,Monthly
PARQUE SOLAR CUZ CUZ,Raw,Rn,pearson,0.6331382044655874,Monthly
PARQUE SOLAR FINIS TERRAE,Raw,Rn,pearson,0.15602133365342086,Monthly
PARQUE SOLAR PAMPA CAMARONES,Raw,Rn,pearson,0.4996722745033316,Monthly
PFV LAGUNILLA,Raw,Rn,pearson,0.6320093585786348,Monthly
PFV LOS LOROS,Raw,Rn,pearson,0.8983505392057541,Monthly
PILOTO SOLAR CARDONES,Raw,Rn,pearson,0.1839750053214481,Monthly
PLANTA PV CERRO DOMINADOR,Raw,Rn,pearson,-0.29726016659956844,Monthly
PMGD PICA PILOT,Raw,Rn,pearson,0.2247742450651223,Monthly
PUERTO SECO SOLAR,Raw,Rn,pearson,0.15590712722845634,Monthly
PV SALVADOR,Raw,Rn,pearson,0.0474390776019471,Monthly
QUILAPILUN,Raw,Rn,pearson,0.12849877983311692,Monthly
SAN FRANCISCO SOLAR,Raw,Rn,pearson,0.4447612153288005,Monthly
SANTA JULIA,Raw,Rn,pearson,0.7533239705670444,Monthly
SDGX01,Raw,Rn,pearson,0.5432974010265708,Monthly
SOL DEL NORTE,Raw,Rn,pearson,0.8461496749578107,Monthly
SOLAR ANTAY,Raw,Rn,pearson,-0.3939729258640379,Monthly
SOLAR CHUCHINI,Raw,Rn,pearson,0.7375020711269841,Monthly
SOLAR DIEGO DE ALMAGRO,Raw,Rn,pearson,-0.1129717678710927,Monthly
SOLAR EL AGUILA I,Raw,Rn,pearson,-0.031074713454037138,Monthly
SOLAR EL ROMERO,Raw,Rn,pearson,0.30710280822589736,Monthly
SOLAR ESPERANZA,Raw,Rn,pearson,0.5169903116831539,Monthly
SOLAR HORMIGA,Raw,Rn,pearson,-0.11726932934517592,Monthly
SOLAR JAMA 1,Raw,Rn,pearson,-0.012314437674336962,Monthly
SOLAR JAMA 2,Raw,Rn,pearson,0.055023864030065935,Monthly
SOLAR JAVIERA,Raw,Rn,pearson,0.2979493788005074,Monthly
SOLAR LA SILLA,Raw,Rn,pearson,0.3561343724081378,Monthly
SOLAR LAS TERRAZAS,Raw,Rn,pearson,-0.5929654980845105,Monthly
SOLAR LLANO DE LLAMPOS,Raw,Rn,pearson,0.2738215200794524,Monthly
SOLAR PSF LOMAS COLORADAS,Raw,Rn,pearson,0.8227447933690719,Monthly
SOLAR SAN ANDRES,Raw,Rn,pearson,0.19705342031656586,Monthly
SOLAR SANTA CECILIA,Raw,Rn,pearson,0.8961045415343085,Monthly
SOLAR TECHOS ALTAMIRA,Raw,Rn,pearson,-0.3500490409423756,Monthly
SPS LA HUAYCA,Raw,Rn,pearson,0.9279866046093306,Monthly
TAMBO REAL,Raw,Rn,pearson,-0.2816731320359269,Monthly
